PARK_ID,parkname,address,streetno,streetdir,streetnm,streettype,streetsuff,city,state,zip,prktype,prkstatus,park district,prkphone,citycounci,bocc,prkdate,x,y,leasedid,parkurl,numparking,operdays,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuserm,playswings,parking,resvation,reservfac,picture
STPH,Buckeye Cove Nature Preserve,"4918 CASHION RD, HUNTERSVILLE, NC 28078",0,,,,,HUNTERSVILLE,NC,28078,Nature Preserve,Developed,North,9803141001,,District 1,7/28/1998,-80.9466452,35.411605,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,8,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/223/attachments/1265?token=
MDNC,McDowell Nature Center,"15222 YORK RD, CHARLOTTE, NC 28278",15222,S,YORK,RD,,CHARLOTTE,NC,28278,Nature Center,Developed,South,9803141128,,District 2,7/6/2016,-81.0203582,35.0999279,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,45,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/224/attachments/2019?token=
CLAR,Clarks Creek Greenway Park,"9715 MALLARD CREEK RD, CHARLOTTE, NC 28269",0,,,,NO,CHARLOTTE,NC,28269,Neighborhood,Developed,North,9803141001,District 4,District 1,7/7/2015,-80.7781501,35.3290525,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/219/attachments/1276?token=
ELZA,Elizabeth Park,"1100 E TRADE ST, CHARLOTTE, NC 28204",1100,E,TRADE,ST,NO,CHARLOTTE,NC,28204,Neighborhood,Developed,Central,9803141002,District 1,District 4,8/21/2001,-80.8327921,35.2185572,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,29,Sun-Sat,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/205/attachments/3250?token=
BERE,Berewick Recreation Center,"5910 DIXIE RIVER RD, CHARLOTTE, NC 28208",5910,,DIXIE RIVER,RD,,CHARLOTTE,NC,28208,Recreation Center,Developed,South,9803141003,District 3,District 2,11/6/2002,-80.9783224,35.1739016,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,125,Mon-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/209/attachments/2014?token=
HAYP,Haymarket Nature Preserve,"11634 BROOKSHIRE BV, CHARLOTTE, NC 28214",0,,NO ADDRESS,,,CHARLOTTE,NC,28214,Nature Preserve,Undeveloped,North,9803141001,,District 1,7/11/2003,-80.961128,35.3412818,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
TNGP,Town Green Park,"232 MATTHEWS STATION ST, MATTHEWS, NC 28105",232,,MATTHEWS STATION,ST,,MATTHEWS,NC,28105,Town Park,Developed,South,7043217275,,District 6,,-80.7187568,35.1162441,Matthews,https://www.matthewsnc.gov/pview.aspx?id=20727&catid=0,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/matthewsfun/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/694/attachments/1317?token=
MARM,Marmac Road Park,"6602 TUCKASEEGEE RD, CHARLOTTE, NC 28266",0,,,,NO,CHARLOTTE,NC,28266,Community,Undeveloped,North,9803141001,District 2,District 2,4/21/2008,-80.9257559,35.2446885,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
WGRC,T.M. Winget Recreation Center,"12235 WINGET RD, CHARLOTTE, NC 28278",0,,,,,CHARLOTTE,NC,28278,Recreation Center,Developed,South,9803141103,District 3,District 2,10/17/1994,-81.0004548,35.1303719,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,201,Other,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/217/attachments/2016?token=
REDY,Reedy Creek Park,"2900 ROCKY RIVER RD, CHARLOTTE, NC 28215",2900,,ROCKY RIVER,RD,,CHARLOTTE,NC,28215,Regional,Developed,North,9803141001,District 5,District 3,5/14/2008,-80.7170019,35.2765175,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,125,Sun-Sat,Daylight,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/143/attachments/5?token=
CLAN,Clanton Park,"1520 CLANTON RD, CHARLOTTE, NC 28217",1520,,CLANTON,AV,,CHARLOTTE,NC,28217,Community,Developed,Central,9803141002,District 3,District 2,7/28/1998,-80.8933284,35.2080802,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,153,Sun-Sat,Daylight,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/256/attachments/3236?token=
MELD,Melody Park,"10832 KEMPSFORD DR, CHARLOTTE, NC 28262",10832,,KEMPSFORD,DR,,CHARLOTTE,NC,28262,Community,Undeveloped,North,7048926031,District 4,District 3,1/19/2022,-80.707494,35.3266286,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
CCHG,Country Club Heights Community Garden,"2909 DUNLAVIN WY, CHARLOTTE, NC 28205",2909,,DUNLAVIN,WY,,CHARLOTTE,NC,28205,Community Garden,Developed,Central,9803141000,District 1,District 4,8/24/2018,-80.7809712,35.2306164,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Other,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/246/attachments/3255?token=
DOWD,Dowd Park,"2521 GREENLAND AV, CHARLOTTE, NC 28208",2521,,GREENLAND,AV,,CHARLOTTE,NC,28208,Neighborhood,Developed,Central,9803141002,District 2,District 2,7/28/1998,-80.8828255,35.2259571,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
GRAY,Grayson Park,"750 BEAL ST, CHARLOTTE, NC 28211",750,,BEAL,ST,,CHARLOTTE,NC,28211,Neighborhood,Developed,South,9803141003,District 6,District 5,7/28/1998,-80.7963556,35.1903747,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,78,Sun-Sat,Daylight,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/253/attachments/3222?token=
LATC,Latta Recreation Center,"510 E PARK AV, CHARLOTTE, NC 28203",510,,EAST PARK,AV,,CHARLOTTE,NC,28203,Recreation Center,Developed,Central,9803141002,District 1,District 4,7/28/1998,-80.8516759,35.2102021,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,11,Other,Varies,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
AFRM,Abersham Park,"22031 SHEARER RD, DAVIDSON, NC 28036",22031,,SHEARER,RD,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,4/17/2008,-80.7966453,35.5068085,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,42,Sun-Sat,Daylight,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/254/attachments/1219?token=
LSCG,Little Sugar Creek Community Garden,"1319 N ALEXANDER ST, CHARLOTTE, NC 28206",1319,N,ALEXANDER,ST,,CHARLOTTE,NC,28206,Community Garden,Developed,Central,9803141000,District 1,District 3,8/24/2018,-80.8226397,35.232528,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Other,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/257/attachments/3212?token=
FBNP,Flat Branch Nature Preserve,"11833 TOM SHORT RD, CHARLOTTE, NC 28277",0,,NO ADDRESS,,,CHARLOTTE,NC,28277,Nature Preserve,Developed,South,9803141003,District 7,District 6,2/8/2007,-80.7938366,35.0458996,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,23,Sun-Sat,Daylight,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/270/attachments/2025?token=
WMJP,West Mecklenburg Park,"2765 WESTERWOOD VILLAGE DR., CHARLOTTE, NC 28214",0,,,,NO,CHARLOTTE,NC,28214,Neighborhood,Undeveloped,North,9803141001,District 3,District 2,7/28/2008,-80.9549238,35.2498553,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
CLAG,Clanton Park Community Garden,"3010 BARRINGER DR, CHARLOTTE, NC 28217",3010,,BARRINGER,DR,,CHARLOTTE,NC,28217,Community Garden,Developed,Central,9803141002,District 3,District 2,3/25/2019,-80.8829057,35.2072287,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sat-Sun,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/268/attachments/3256?token=
OAKT,Oakhurst Park,"3533 CRAIG AV, CHARLOTTE, NC 28211",3533,,CRAIG,AV,,CHARLOTTE,NC,28211,Neighborhood,Developed,South,9803141003,District 5,District 5,7/28/1998,-80.7895959,35.1911047,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,35,Sun-Sat,Daylight,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/252/attachments/3220?token=
MCDP,McDowell Creek Park,"8233 GILEAD RD, HUNTERSVILLE, NC 28078",0,,,,NO,HUNTERSVILLE,NC,28078,Neighborhood,Undeveloped,North,9803141001,,District 1,7/28/2008,-80.8873325,35.4069089,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Non-Operational,Non-Operational,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
LTLP,Little Peoples Park,"1120 HARRILL ST, CHARLOTTE, NC 28205",1200,,HARRILL,ST,,CHARLOTTE,NC,28205,Neighborhood,Developed,Central,9803141002,District 1,District 3,7/28/1998,-80.820407,35.228414,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://apm.activecommunities.com/mecklenburgparks/Home,No,
EASP,Eastway Park,"423 EASTWAY DR, CHARLOTTE, NC 28215",423,,EASTWAY,DR,,CHARLOTTE,NC,28215,Community,Developed,North,9803141001,District 1,District 3,7/11/2003,-80.7798403,35.2533458,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,380,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/265/attachments/801?token=
RCNC,Reedy Creek Nature Center,"2986 ROCKY RIVER RD, CHARLOTTE, NC 28215",2986,,ROCKY RIVER,RD,,CHARLOTTE,NC,28215,Nature Center,Developed,North,9803141001,District 5,District 3,7/6/2016,-80.7193713,35.2617482,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,65,Sun-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/262/attachments/4?token=
MDLP,Marion Diehl Park,"2219 TYVOLA RD, CHARLOTTE, NC 28210",2219,,TYVOLA,RD,,CHARLOTTE,NC,28210,Community,Developed,South,9803141003,District 6,District 5,7/28/1998,-80.8577869,35.1590928,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,322,Sun-Sat,Varies,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
LDNP,Lake Davidson Nature Preserve,"750 JETTON ST, DAVIDSON, NC 28036",750,,JETTON,ST,,DAVIDSON,NC,28036,Nature Preserve,Developed,North,7048923349,,District 1,,-80.8612622,35.503703,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,https://townofdavidson.recdesk.com/Community/Home,Yes,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/272/attachments/1226?token=
RWPP,Roosevelt Wilson Park,"420 GRIFFITH ST, DAVIDSON, NC 28036",420,,GRIFFITH,ST,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8537928,35.5027872,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/274/attachments/1230?token=
MBTL,Mary Beaty Tot Lot,"128 S MAIN ST, DAVIDSON, NC 28036",128,S,MAIN,ST,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.849409,35.4984021,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/275/attachments/1225?token=
NSLP,North & South Lawn Park,"185 HARPER LEE ST, DAVIDSON, NC 28036",185,,HARPER LEE,ST,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8302406,35.4960388,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,18,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/276/attachments/2003?token=
CGTL,Caldwell Green Tot Lot,"320 CALDWELL LN, DAVIDSON, NC 28036",320,,CALDWELL,LN,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8318115,35.4928301,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/277/attachments/1221?token=
FALK,Faulkner Square Park,"266 CONROY AV, DAVIDSON, NC 28036",266,,CONROY,AV,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8326647,35.4958014,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/279/attachments/1222?token=
SVCT,Southview Recreation Center,"1720 VILMA ST, CHARLOTTE, NC 28208",1720,,VILMA,ST,,CHARLOTTE,NC,28208,Recreation Center,Developed,Central,9803141105,District 3,District 2,4/29/1999,-80.9170704,35.2114725,Mecklenburg,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,85,Mon-Sat,Varies,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,https://apm.activecommunities.com/mecklenburgparks/Home,Yes,
FRPP,Forest Park Playground,"421 N FAULKNER WY, DAVIDSON, NC 28036",421,N,FAULKNER,WY,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8291855,35.4947714,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/281/attachments/1224?token=
PHGP,Parham Gateway Park,"710 LAKE PARK DR, DAVIDSON, NC 28036",710,,LAKE PARK,DR,,DAVIDSON,NC,28036,Town Park,Developed,North,7048923349,,District 1,,-80.8634397,35.4981825,Davidson,https://www.ci.davidson.nc.us/130/Parks-Recreation,0,Sun-Sat,Daylight,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,https://townofdavidson.recdesk.com/Community/Home,No,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/282/attachments/1228?token=
