PARK_ID,Park_name,parkurl,operhours,restroom,adacomply,camping,picnic,playground,basketball,tennis,volleyball,spraygroun,mtbcycle,golf,boating,fishing,swimming,discgolf,shelter,walking,dogpark,ampitheate,motorboat,horseback,garden,historical,skatepark,interpreti,tabletenni,recgym,fitness,rvcamp,sailing,pickleball,multipurps,rcflyarea,flwrgarden,indorpavil,aquaticctr,ballfield,batingcage,bicycleltr,bmxtrack,bocciball,confcenter,concesstnd,firepit,funbrella,gagaball,gazebo,opngrnspac,highropes,horseshoe,environedu,dockpier,playsixty,rockclimb,seniorctr,shadearbor,shuflboard,trlrunning,grnwyacces,handball,arts,multiuser,playswings,parking,AmenitiesCount,picture,PARK_TYPE,Acres,Area,Length
HOWA,Howie Acres Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/80/attachments/3210?token=,NEIGHBORHOOD PARK,7.8072333,340081.4573,3870.336996
JATC,Jeff Adams Tennis Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,Tennis,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/88/attachments/2047?token=,,,,
INDP,Independence Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,Tennis,Volleyball,,,,,,,,Yes,Yes,,,,,Yes,,,,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,14,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/82/attachments/3253?token=,NEIGHBORHOOD PARK,21.08165814,918313.0677,7103.178602
IDLE,Idlewild Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,Picnic,Playground,,,,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,10,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/81/attachments/2031?token=,REGIONAL PARK,128.3835224,5592364.486,13731.81909
JBCP,James Boyce Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,,,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/95/attachments/3217?token=,COMMUNITY PARK,72.96512531,3178347.837,8332.441422
LCCP,L.C. Coleman Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,Playground,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,8,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/94/attachments/2054?token=,NEIGHBORHOOD PARK,19.72830469,859361.8067,9304.756871
LATT,Latta Place Historic Site,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/93/attachments/15?token=,,,,
LATP,Latta Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,ADA Compliance,,Picnic,Playground,Basketball,Tennis,Volleyball,Yes,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,15,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/92/attachments/3243?token=,COMMUNITY PARK,29.70289888,1293853.012,12895.86387
MLCP,Mallard Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,,Tennis,Volleyball,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/116/attachments/1273?token=,REGIONAL PARK,310.3932698,13520676.44,29169.75568
LTRC,Robert L. Smith Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,Playground,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/103/attachments/2009?token=,REGIONAL PARK,211.2344913,9201338.014,25567.80286
MCDL,McDowell Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,Camping,,Playground,,,,,,,Yes,Yes,,,Yes,Yes,,Yes,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,Yes,,,,,,,,Yes,,,,,,Yes,,,,,Yes,Yes,15,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/108/attachments/17?token=,NATURE PRESERVE,1143.228605,49798839.92,104780.9648
NATM,Discovery Place Nature Museum,https://nature.discoveryplace.org/,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/110/attachments/3239?token=,,,,
MCIN,McIntyre Historic Site,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/109/attachments/1282?token=,HISTORIC SITE,1.74716162,76105.91931,1122.662534
MCKE,McKee Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/111/attachments/2029?token=,COMMUNITY PARK,19.63077795,855113.1026,5061.775708
MIDW,Midwood Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/115/attachments/3214?token=,NEIGHBORHOOD PARK,6.23999608,271812.9827,2978.407626
MSNW,Mason Wallace Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,Yes,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,11,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/118/attachments/3218?token=,COMMUNITY PARK,30.39420367,1323966.14,6028.657075
NMPK,North Mecklenburg Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,Restroom,,,,Playground,Basketball,Tennis,,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,Yes,Yes,14,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/127/attachments/1244?token=,COMMUNITY PARK,99.46247769,4332568.048,11929.78495
NAOM,Naomi Drenan Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/121/attachments/3221?token=,,,,
MLDC,Mallard Creek Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/122/attachments/1274?token=,,,,
RAMA,Rama Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/139/attachments/3219?token=,,,,
REID,Reid Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,ADA Compliance,,,,Basketball,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/144/attachments/3238?token=,NEIGHBORHOOD PARK,17.71694053,771746.8786,7944.621729
PENC,Hickory Grove Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/131/attachments/2039?token=,,,,
RAMS,Ramsey Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,Picnic,Playground,,,Volleyball,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,14,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/140/attachments/1261?token=,COMMUNITY PARK,43.02486871,1874156.208,7471.130118
PKRD,Park Road Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,Picnic,Playground,Basketball,,Volleyball,,Yes,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,,,,Yes,,,,,,,Yes,,,,Yes,Yes,16,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/133/attachments/3262?token=,COMMUNITY PARK,71.41127562,3110662.719,8416.842125
HUTP,The Hut,http://www.pinevillenc.gov/Departments/ParksRecreaton/tabid/103/Default.aspx,Website,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/701/attachments/1306?token=,,,,
REVC,Revolution Park Sports Academy,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/147/attachments/3234?token=,,,,
RIBW,Ribbonwalk Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/151/attachments/1280?token=,NATURE PRESERVE,186.8071372,8137286.467,18263.9892
HARC,Huntersville Athletic Recreation Center,https://www.huntersville.org/162/Parks-Recreation,Website,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/714/attachments/1241?token=,,,,
AMSG,Alexander Middle School Gymnasium,https://www.huntersville.org/162/Parks-Recreation,Website,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/706/attachments/1250?token=,,,,
HACC,Huntersville Arts & Cultural Center,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/707/attachments/1251?token=,,,,
BESG,Barnette Elementary School Gymnasium,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,,,Basketball,,Volleyball,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/708/attachments/1237?token=,,,,
DELL,Dellwood Center,https://www.huntersville.org/162/Parks-Recreation,Website,Restroom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/709/attachments/1252?token=,,,,
LNCH,Lake Norman Charter High School Gymnasium,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/712/attachments/1257?token=,,,,
LNCM,Lake Norman Charter Middle School Gymnasium,https://www.huntersville.org/162/Parks-Recreation,Varies,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/713/attachments/1256?token=,,,,
TCEM,Torrence Creek Elementary Multipurpose Room,https://www.huntersville.org/162/Parks-Recreation,Website,Restroom,,,,,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/726/attachments/1259?token=,,,,
ADAJ,Ada Jenkins Athletic Field,https://www.ci.davidson.nc.us/130/Parks-Recreation,Website,,,,,Playground,Basketball,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/720/attachments/1215?token=,,,,
JWRC,JV Washam Recreation Center,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Website,Restroom,,,,,Basketball,,Volleyball,,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/717/attachments/1214?token=,,,,
EVER,Evergreen Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,,Basketball,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/61/attachments/3215?token=,NATURE PRESERVE,77.41414574,3372147.003,9090.295806
AMJP,Amay James Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,1,,COMMUNITY PARK,41.57665354,1811071.794,6087.278349
WINT,Winterfield Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,4,,NEIGHBORHOOD PARK,13.7540614,599124.529,4948.286494
EASR,Eastway Regional Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Website,Restroom,,,,,Basketball,,Volleyball,,,,,,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,Yes,,Yes,12,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/236/attachments/3?token=,,,,
SHLD,Sheffield Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,Picnic,Playground,Basketball,Tennis,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,10,,NEIGHBORHOOD PARK,8.05008103,350660.1384,3347.842451
GRWP,Greenway Park,https://www.huntersville.org/162/Parks-Recreation,Daylight,,,,,Playground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,3,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/295/attachments/1238?token=,,,,
GRHT,Grier Heights Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,,,,,Playground,Basketball,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,Yes,9,,NEIGHBORHOOD PARK,5.46769866,238172.1002,2078.578422
H521,Elon Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,Picnic,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,7,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/75/attachments/2023?token=,REGIONAL PARK,104.421989,4548603.152,11446.56861
TWSP,Two Spring Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BKTR,Brooktree Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BAIL,Bailey Road Park,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Daylight,Restroom,ADA Compliance,,Picnic,Playground,Basketball,Tennis,,,,,,,,Yes,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,Yes,Yes,17,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/271/attachments/2?token=,NEIGHBORHOOD PARK,11.84673579,516041.7499,4382.945157
COCG,Cornelius Community Garden,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Daylight,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,,,,,
GOGP,Glen Oak Green Park,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Daylight,,,,,Playground,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,5,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/284/attachments/1201?token=,,,,
WAHP,Walter Henderson Park,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Daylight,,,,,Playground,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/290/attachments/1211?token=,,,,
NMRC,Northern Regional Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Website,Restroom,ADA Compliance,,,Playground,Basketball,,Volleyball,,,,,,,,,Yes,,,,,,,,,,Yes,Yes,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,,Yes,,,,Yes,,,Yes,,Yes,14,,RECREATION CENTER,44.34067845,1931472.675,10170.77049
ROBB,Robbins Park,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Daylight,Restroom,ADA Compliance,,Picnic,Playground,,Tennis,Volleyball,,,,,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,Yes,16,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/233/attachments/1206?token=,NEIGHBORHOOD PARK,7.95226925,346399.3432,3200.850146
ADMN,Meck Co Parks & Recreation Administration,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,5-Aug,,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,,ADMINISTRATION,11.78733455,513454.072,4779.715617
BRRC,Bailey Road Recreation Center,https://www.cornelius.org/103/Parks-Arts-Recreation-Culture,Website,Restroom,,,,,Basketball,,Volleyball,,,,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/716/attachments/1213?token=,,,,
CMNP,Clear Creek Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
DWPK,Pottstown Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
BERP,Berryhill Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
TRWD,Williams-Olmstead Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
CEDA,Cedarwood Pointe Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
SHFP,Shuffletown Prairie Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/160/attachments/2007?token=,NATURE PRESERVE,18.06010959,786695.3117,7817.887516
OLRC,Ivory-Baker Recreation Center,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Varies,Restroom,ADA Compliance,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/18/attachments/3207?token=,,,,
GCNP,Gar Creek Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,389.2990891,16957799.23,42175.55934
ENDP,Enderly Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,Playground,Basketball,,,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,8,,NEIGHBORHOOD PARK,8.47864042,369328.3481,5017.636935
MRND,Possum Walk Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,62.48885241,2722003.051,7749.393323
GRAM,Graham Street Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Non-Operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
TMNT,T.M. Winget Nature Preserve,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NATURE PRESERVE,116.4096328,5070783.191,11517.46297
MLKP,Martin Luther King Jr. Park,https://www.mecknc.gov/parkandrec/pages/home.aspx?redirect=charmeck,Daylight,Restroom,,,,Playground,Basketball,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,Yes,Yes,9,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/117/attachments/3226?token=,COMMUNITY PARK,28.9140445,1259490.843,5961.523874
MHVP,Mint Hill Veterans Memorial Park,https://minthill.com/parks_recreation.php?Parks-Recreation-1,Daylight,Restroom,,,,Playground,,Tennis,Volleyball,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,Yes,,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,,,,,,Yes,,,Yes,Yes,15,https://maps.mecklenburgcountync.gov/evaluate/rest/services/park/Parks/FeatureServer/0/697/attachments/1323?token=,,,,
